nombre,lat,lng,direccion,categoria,capa,mapa,lista,gf_nivel,certificado,web,telefono,gmaps_url
Restaurante Casa Roque,40.6185814,-0.099836,,Mediterránea,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Restaurante+Casa+Roque/@40.6185814,-0.099836,17z"
Hotel el Cid,40.61768480000001,-0.09882819999999999,,Mediterránea,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Hotel+el+Cid/@40.61768480000001,-0.09882819999999999,17z"
Pizzeria La Traviata,40.466217,0.4721524,,Pizzería,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Pizzeria+La+Traviata/@40.466217,0.4721524,17z"
LA MAR DE BO,40.4138831,0.4288676,,Mediterránea,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/LA+MAR+DE+BO/@40.4138831,0.4288676,17z"
Restaurante Marínba Tio Pepe,40.3597754,0.4014929,,Mediterráneo,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Restaurante+Mar%C3%ADnba+Tio+Pepe/@40.3597754,0.4014929,17z"
Restaurante Desierto Benicasim,40.053439,0.0568373,,Mediterráneo,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Restaurante+Desierto+Benicasim/@40.053439,0.0568373,17z"
Restaurante Torreón,40.0476996,0.06967659999999999,,Mediterráneo,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Restaurante+Torre%C3%B3n/@40.0476996,0.06967659999999999,17z"
RESTAURANTE MEJORANA,39.9965595,-0.0362704,,Mediterráneo,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/RESTAURANTE+MEJORANA/@39.9965595,-0.0362704,17z"
Nàutic by Seasons | Tarragona,41.1075915,1.250286,,Mediterránea,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/N%C3%A0utic+by+Seasons+%7C+Tarragona/@41.1075915,1.250286,17z"
Restaurante L'Etrusco,39.9922275,-0.0431269,,Italiano,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Restaurante+L%27Etrusco/@39.9922275,-0.0431269,17z"
Restaurante Corpore Sano,39.97925439999999,-0.0514062,,Mediterráneo,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Restaurante+Corpore+Sano/@39.97925439999999,-0.0514062,17z"
Restaurante Altomira,39.8739116,-0.5081125,,Mediterráneo,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Restaurante+Altomira/@39.8739116,-0.5081125,17z"
El Pòsit del Serrallo,41.1093823,1.2409517,,Mediterráneo ,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/El+P%C3%B2sit+del+Serrallo/@41.1093823,1.2409517,17z"
El Pòsit de La Pineda,41.079504,1.1844284,,Mediterráneo ,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/El+P%C3%B2sit+de+La+Pineda/@41.079504,1.1844284,17z"
Bar del Pòsit,41.0665142,1.0608594,,Mediterráneo ,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Bar+del+P%C3%B2sit/@41.0665142,1.0608594,17z"
Restaurant Descanso Serra,39.68554330000001,-0.4267068000000001,,Mediterránea ,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Restaurant+Descanso+Serra/@39.68554330000001,-0.4267068000000001,17z"
Restaurante El Mirador de Sagunto,39.67343460000001,-0.2789103,,Mediterránea ,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Restaurante+El+Mirador+de+Sagunto/@39.67343460000001,-0.2789103,17z"
Restaurante Arrocería Noray,39.5850496,-0.2746019,,Medierránea,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Restaurante+Arrocer%C3%ADa+Noray/@39.5850496,-0.2746019,17z"
Restaurante Taberna Marisma,39.5848877,-0.2742344,,Medierránea,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Restaurante+Taberna+Marisma/@39.5848877,-0.2742344,17z"
Aperitivo Bar,39.5226734,-0.4224701,,Medierránea,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Aperitivo+Bar/@39.5226734,-0.4224701,17z"
Sorsi e Morsi | Bonaire,39.4721915,-0.4874447999999999,,Italiano,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Sorsi+e+Morsi+%7C+Bonaire/@39.4721915,-0.4874447999999999,17z"
Malkebien ,39.4952248,-0.3754125,,Mediterránea,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Malkebien+/@39.4952248,-0.3754125,17z"
Restaurante Sorsi e Morsi | Platja Patacona,39.4902038,-0.3254075,,Italiano,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Restaurante+Sorsi+e+Morsi+%7C+Platja+Patacona/@39.4902038,-0.3254075,17z"
Casa Carmela,39.4822241,-0.3258592,,Mediterránea,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Casa+Carmela/@39.4822241,-0.3258592,17z"
Restaurante Granja Santa Creu,39.5768174,-0.5129589999999999,,Mediterránea ,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Restaurante+Granja+Santa+Creu/@39.5768174,-0.5129589999999999,17z"
Sorsi e Morsi | La Eliana,39.5657336,-0.5281741,,Italiana,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Sorsi+e+Morsi+%7C+La+Eliana/@39.5657336,-0.5281741,17z"
Moflete by Joe Burger,39.478965,-0.3964314,,Burger ,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Moflete+by+Joe+Burger/@39.478965,-0.3964314,17z"
Restaurante Mey Chen,39.4814825,-0.3589121,,Asiática ,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Restaurante+Mey+Chen/@39.4814825,-0.3589121,17z"
BENORI ,39.4692077,-0.3744324000000001,,Asiática,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/BENORI+/@39.4692077,-0.3744324000000001,17z"
ArteSana Gelat,39.4677418,-0.3369755,,Heladería,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/ArteSana+Gelat/@39.4677418,-0.3369755,17z"
HORCHATERIA DOLZ,39.47447409999999,-0.351351,,Horchatería,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/HORCHATERIA+DOLZ/@39.47447409999999,-0.351351,17z"
Casa Montaña,39.465568,-0.3308894,,Mediterránea,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Casa+Monta%C3%B1a/@39.465568,-0.3308894,17z"
Líndala Restobar,39.464755,-0.3339369,,Mediterránea,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/L%C3%ADndala+Restobar/@39.464755,-0.3339369,17z"
Bricks & Buns ,39.4650687,-0.3516911,,Italiano,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Bricks+%26+Buns+/@39.4650687,-0.3516911,17z"
Sorsi e Morsi | Alameda,39.4586501,-0.3508072,,Italiano,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Sorsi+e+Morsi+%7C+Alameda/@39.4586501,-0.3508072,17z"
Comidas Garrido,39.46896479999999,-0.3911759,,Mediterránea,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Comidas+Garrido/@39.46896479999999,-0.3911759,17z"
Restaurante Tostería y Café O'Clock,39.4650474,-0.3905169,,Desayuno,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Restaurante+Toster%C3%ADa+y+Caf%C3%A9+O%27Clock/@39.4650474,-0.3905169,17z"
La Vendetta Valencia,39.460339,-0.3747639,,Italiano,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/La+Vendetta+Valencia/@39.460339,-0.3747639,17z"
La Cachapera | Valencia,39.4605889,-0.3746799,,Venezolano,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/La+Cachapera+%7C+Valencia/@39.4605889,-0.3746799,17z"
Sorsi e Morsi | Ruzafa,39.46253220000001,-0.3732409,,Italiano,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Sorsi+e+Morsi+%7C+Ruzafa/@39.46253220000001,-0.3732409,17z"
Mállalo X,39.4780068,-0.3807771,,Mediterráneo,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/M%C3%A1llalo+X/@39.4780068,-0.3807771,17z"
Palace Fesol,39.4685898,-0.3714686,,Mediterráneo,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Palace+Fesol/@39.4685898,-0.3714686,17z"
La Vita e Bella,39.4706887,-0.3773919,,Italiano,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/La+Vita+e+Bella/@39.4706887,-0.3773919,17z"
Arrocería Ricepaella ,39.4724944,-0.3780466,,Local,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Arrocer%C3%ADa+Ricepaella+/@39.4724944,-0.3780466,17z"
La Papita de leche ,39.4729521,-0.3776466,,Latina,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/La+Papita+de+leche+/@39.4729521,-0.3776466,17z"
Restaurante Al Pomodoro,39.4736943,-0.3734,,Italiano,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Restaurante+Al+Pomodoro/@39.4736943,-0.3734,17z"
La Pappardella,39.475447,-0.3760681,,Italiano,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/La+Pappardella/@39.475447,-0.3760681,17z"
LALOLA ,39.4755118,-0.3760904,,Mediterránea,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/LALOLA+/@39.4755118,-0.3760904,17z"
Pa i Oli,38.9153339,-0.5519752,,Cafetería,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Pa+i+Oli/@38.9153339,-0.5519752,17z"
El Menjador,38.9659187,-0.5844689,,Mediterránea,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/El+Menjador/@38.9659187,-0.5844689,17z"
Caramull,38.988605,-0.5265439000000001,,Mediterránea,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Caramull/@38.988605,-0.5265439000000001,17z"
Las Terrazas del MareNostrum,39.1665329,-0.2414549,,Mediterránea,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Las+Terrazas+del+MareNostrum/@39.1665329,-0.2414549,17z"
Poppy Bar,39.1640972,-0.2453347,,Cafetería,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Poppy+Bar/@39.1640972,-0.2453347,17z"
Alebrije Mexican ,39.1640031,-0.2458351,,Mexicano,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Alebrije+Mexican+/@39.1640031,-0.2458351,17z"
Mediterrani,39.073189,-0.2628598,,Mediterráneo,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Mediterrani/@39.073189,-0.2628598,17z"
Pizzeria Etna,39.00717330000001,-0.1707089,,Italiano,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Pizzeria+Etna/@39.00717330000001,-0.1707089,17z"
Volare,38.9969582,-0.1624174,,Italiano,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Volare/@38.9969582,-0.1624174,17z"
MasQi - The Energy House,39.4746854,-0.4651485,,Mediterráneo,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/MasQi+-+The+Energy+House/@39.4746854,-0.4651485,17z"
Marieta Villena,38.6293473,-0.8640359999999999,,Mediterráneo,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Marieta+Villena/@38.6293473,-0.8640359999999999,17z"
Equelite,38.6670496,-0.9059511999999998,,Mediterráneo,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Equelite/@38.6670496,-0.9059511999999998,17z"
Restaurante Sur,38.7298469,0.1960749,,Mediterránea,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Restaurante+Sur/@38.7298469,0.1960749,17z"
Olive Tree Abrasador Moraira,38.6849389,0.1237892,,Mediterráneo,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Olive+Tree+Abrasador+Moraira/@38.6849389,0.1237892,17z"
Tasca 42,38.68611,0.1244409,,Mediterráneo,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Tasca+42/@38.68611,0.1244409,17z"
Pizzeria Claudio,38.5977364,-0.0492604,,Italiano,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Pizzeria+Claudio/@38.5977364,-0.0492604,17z"
Pinocchio Playa,38.5360299,-0.1236216,,Italiana,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Pinocchio+Playa/@38.5360299,-0.1236216,17z"
Merfín La Solera,38.427839,-0.4012353,,Mediterránea,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Merf%C3%ADn+La+Solera/@38.427839,-0.4012353,17z"
Pasteleria Fiore's Bakery,38.4271964,-0.3909871,,Patelería,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Pasteleria+Fiore%27s+Bakery/@38.4271964,-0.3909871,17z"
Bar Merfín,38.4220491,-0.391618,,Mediterránea,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Bar+Merf%C3%ADn/@38.4220491,-0.391618,17z"
Restaurante La Vaquería,38.3900985,-0.4170078,,Mediterránea,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Restaurante+La+Vaquer%C3%ADa/@38.3900985,-0.4170078,17z"
Xaloc Lounge,38.3971541,-0.4341578,,Mediterránea,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Xaloc+Lounge/@38.3971541,-0.4341578,17z"
Restaurante Pocardy,38.3833815,-0.4108614,,Mediterránea,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Restaurante+Pocardy/@38.3833815,-0.4108614,17z"
OZ gastroclub,38.3826475,-0.4158192000000001,,Mediterránea,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/OZ+gastroclub/@38.3826475,-0.4158192000000001,17z"
Hakuna Matata Foods & Drinks,38.3665975,-0.4116439,,Mediterránea,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Hakuna+Matata+Foods+%26+Drinks/@38.3665975,-0.4116439,17z"
Sabolé ,38.3654495,-0.4291268,,Latina,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Sabol%C3%A9+/@38.3654495,-0.4291268,17z"
KAZOKU,38.3634559,-0.4296427,,Japonés,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/KAZOKU/@38.3634559,-0.4296427,17z"
El Sorell,38.3675031,-0.4558535999999999,,Mediterránea,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/El+Sorell/@38.3675031,-0.4558535999999999,17z"
Senyoret,38.3669379,-0.4982726,,Mediterránea,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Senyoret/@38.3669379,-0.4982726,17z"
Sanoa,38.3592196,-0.4861996,,Pastelería,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Sanoa/@38.3592196,-0.4861996,17z"
Rice & Bones,38.34678150000001,-0.4859782,,Mediterránea,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Rice+%26+Bones/@38.34678150000001,-0.4859782,17z"
Nakiss,38.3474206,-0.4843717,,Mediterránea,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Nakiss/@38.3474206,-0.4843717,17z"
Nonna Celia ,38.3676505,-0.426385,,Italiana,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Nonna+Celia+/@38.3676505,-0.426385,17z"
GELATERIA PINOCCHIO,38.3449637,-0.4824955999999999,,Heladería,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/GELATERIA+PINOCCHIO/@38.3449637,-0.4824955999999999,17z"
La Taberna del Gourmet,38.3444501,-0.4817420000000001,,Mediterránea,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/La+Taberna+del+Gourmet/@38.3444501,-0.4817420000000001,17z"
La Taberna Del Gourmet | El Corte Inglés,38.3438031,-0.4898497,,Mediterránea,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/La+Taberna+Del+Gourmet+%7C+El+Corte+Ingl%C3%A9s/@38.3438031,-0.4898497,17z"
Tribeca,38.3441251,-0.4822690000000001,,Burger,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Tribeca/@38.3441251,-0.4822690000000001,17z"
Tribeca | El Corte Inglés,38.343992,-0.489356,,Burger,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Tribeca+%7C+El+Corte+Ingl%C3%A9s/@38.343992,-0.489356,17z"
El Rincon de Nakiss,38.3400099,-0.4917458,,Mediterráneo,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/El+Rincon+de+Nakiss/@38.3400099,-0.4917458,17z"
Hostal Masín Tabarca,38.1662195,-0.481075,,Mediterránea,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Hostal+Mas%C3%ADn+Tabarca/@38.1662195,-0.481075,17z"
Candela La Gelatería,38.08729599999999,-0.9521856999999999,,Heladería,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Candela+La+Gelater%C3%ADa/@38.08729599999999,-0.9521856999999999,17z"
Restaurante los Infantes,38.0986872,-0.7962689,,Mediterránea,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Restaurante+los+Infantes/@38.0986872,-0.7962689,17z"
Olivos Restaurant ,38.0849165,-0.7966751999999999,,Mediterránea,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Olivos+Restaurant+/@38.0849165,-0.7966751999999999,17z"
Restaurante Barlovento,38.0042841,-0.6495371,,Mediterránea,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Restaurante+Barlovento/@38.0042841,-0.6495371,17z"
Restaurante Rincón de Capis,37.9769503,-0.6791806,,Mediterránea,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Restaurante+Rinc%C3%B3n+de+Capis/@37.9769503,-0.6791806,17z"
Che Asador Argentino,37.9290098,-0.7355073,,Argentina,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Che+Asador+Argentino/@37.9290098,-0.7355073,17z"
Bar Can Miquel,39.8881784,4.2652521,,Mediterráneo,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Bar+Can+Miquel/@39.8881784,4.2652521,17z"
Pastelería Tolo Sintes,39.8881434,4.2567166,,Pastelería,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Pasteler%C3%ADa+Tolo+Sintes/@39.8881434,4.2567166,17z"
Es Cactus,40.0476335,4.1098056,,Mediterránea,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Es+Cactus/@40.0476335,4.1098056,17z"
Restaurant Cafè Balear,40.0021395,3.8360707,,Alta Cocina,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Restaurant+Caf%C3%A8+Balear/@40.0021395,3.8360707,17z"
Típic,39.5418448,3.3336901,,Bakery,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/T%C3%ADpic/@39.5418448,3.3336901,17z"
El Pilón de la Negra Alicante,38.2828166,-0.5204878,,Latina,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/El+Pil%C3%B3n+de+la+Negra+Alicante/@38.2828166,-0.5204878,17z"
Vértice Cervecería,38.3584044,-0.5055082,,,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/V%C3%A9rtice+Cervecer%C3%ADa/@38.3584044,-0.5055082,17z"
PhilosophEat,41.3964672,2.1624158,,Saludable,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/PhilosophEat/@41.3964672,2.1624158,17z"
Oleana Bar Tapería,38.9934957,-1.8592927,,Tapas,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Oleana+Bar+Taper%C3%ADa/@38.9934957,-1.8592927,17z"
Mina Pastelería,38.9926803,-1.8760028,,Pastelería,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Mina+Pasteler%C3%ADa/@38.9926803,-1.8760028,17z"
Restaurante Parador de Almagro,38.88628629999999,-3.713840499999999,,Mediterránea,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Restaurante+Parador+de+Almagro/@38.88628629999999,-3.713840499999999,17z"
Bico de Xeado | Ciudad Real,38.9848755,-3.9281238,,Heladería,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Bico+de+Xeado+%7C+Ciudad+Real/@38.9848755,-3.9281238,17z"
Restaurante Parador de Manzanares,38.9851109,-3.3836519,,Mediterránea,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Restaurante+Parador+de+Manzanares/@38.9851109,-3.3836519,17z"
Restaurante Capricho,38.9829234,-1.8418834,,Mediterránea,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Restaurante+Capricho/@38.9829234,-1.8418834,17z"
Restaurante Parador de Albacete,39.2132904,-2.1745994,,Mediterránea,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Restaurante+Parador+de+Albacete/@39.2132904,-2.1745994,17z"
Burger Lab (C.C. Imaginalia),39.0086351,-1.8770293,,Burger,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Burger+Lab+%28C.C.+Imaginalia%29/@39.0086351,-1.8770293,17z"
Restaurante El Callejón de los Gatos,38.9916498,-1.8530692,,Mediterránea,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Restaurante+El+Callej%C3%B3n+de+los+Gatos/@38.9916498,-1.8530692,17z"
Restaurante Sueños del Este,38.9929518,-1.8534661,,Mediterránea,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Restaurante+Sue%C3%B1os+del+Este/@38.9929518,-1.8534661,17z"
La Botica • Home Café,38.9948949,-1.8569705,,Pastelería,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/La+Botica+%E2%80%A2+Home+Caf%C3%A9/@38.9948949,-1.8569705,17z"
Churrería Chocolatería El Pilar,38.9992189,-1.8654627,,Pastelería,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Churrer%C3%ADa+Chocolater%C3%ADa+El+Pilar/@38.9992189,-1.8654627,17z"
Bar El Águila,39.0034492,-1.8670546,,Mediterránea,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Bar+El+%C3%81guila/@39.0034492,-1.8670546,17z"
CAFETERÍA CELIANH,39.0028723,-1.8582353,,Tapas,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/CAFETER%C3%8DA+CELIANH/@39.0028723,-1.8582353,17z"
Restaurante La Fábrica de Harinas,39.8562503,-4.030552999999999,,Mediterránea,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Restaurante+La+F%C3%A1brica+de+Harinas/@39.8562503,-4.030552999999999,17z"
Restaurante del Parador de Toledo,39.8435612,-4.0269895,,Alta cocina,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Restaurante+del+Parador+de+Toledo/@39.8435612,-4.0269895,17z"
 Restaurante El Hostal Santa Cruz,39.9766256,-3.187544,,Mediterránea,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/+Restaurante+El+Hostal+Santa+Cruz/@39.9766256,-3.187544,17z"
Restaurante Alfileritos 24,39.8597761,-4.0234838,,Mediterránea,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Restaurante+Alfileritos+24/@39.8597761,-4.0234838,17z"
Pizzería Comes,39.8589934,-4.022485,,Pizza,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Pizzer%C3%ADa+Comes/@39.8589934,-4.022485,17z"
Café Healthy,39.9569801,-4.8395681,,Pastelería,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Caf%C3%A9+Healthy/@39.9569801,-4.8395681,17z"
Bendita Burger,39.9601,-4.8299083,,Burger,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Bendita+Burger/@39.9601,-4.8299083,17z"
Amaranto,39.9641651,-4.813837200000001,,Mediterránea,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Amaranto/@39.9641651,-4.813837200000001,17z"
Belén Corzo Pastelería,37.8933014,-4.7543823,,Pastelería,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Bel%C3%A9n+Corzo+Pasteler%C3%ADa/@37.8933014,-4.7543823,17z"
"Taberna San Miguel ""Casa El Pisto""",37.8857998,-4.7793129,,"Tapas, mediterránea",,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Taberna+San+Miguel+%22Casa+El+Pisto%22/@37.8857998,-4.7793129,17z"
Nativa Gastro | Restaurante Latino-Mediterráneo,37.8776896,-4.7910264,,"Latina, mediterránea",,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Nativa+Gastro+%7C+Restaurante+Latino-Mediterr%C3%A1neo/@37.8776896,-4.7910264,17z"
Asador de pollos Piquito de oro,37.8963658,-4.8127677,,Pollo,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Asador+de+pollos+Piquito+de+oro/@37.8963658,-4.8127677,17z"
La Monella,37.4057593,-5.9316,,Italiana,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/La+Monella/@37.4057593,-5.9316,17z"
Restaurante Jábega •Restaurante y Arrocería valenciana•,37.4042673,-5.9563289,,"Vegana, mediterránea",,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Restaurante+J%C3%A1bega+%E2%80%A2Restaurante+y+Arrocer%C3%ADa+valenciana%E2%80%A2/@37.4042673,-5.9563289,17z"
Restaurante Florinda collective,37.3944166,-5.9953394,,"Pastelería, mediterránea",,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Restaurante+Florinda+collective/@37.3944166,-5.9953394,17z"
Chök - Sevilla | Pastelería sin gluten Sevilla,37.3898702,-5.9921916,,Pastelería,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Ch%C3%B6k+-+Sevilla+%7C+Pasteler%C3%ADa+sin+gluten+Sevilla/@37.3898702,-5.9921916,17z"
Chök Sagasta,37.3901492,-5.9940628,,Pastelería,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Ch%C3%B6k+Sagasta/@37.3901492,-5.9940628,17z"
Gloria&Rositas,37.3886703,-5.998282199999999,,Heladería,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Gloria%26Rositas/@37.3886703,-5.998282199999999,17z"
Postigo 10,37.3852713,-5.9945719,,"Vegana, mediterránea",,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Postigo+10/@37.3852713,-5.9945719,17z"
Freiduría y Marisquería Bahía,37.3803436,-5.999081299999999,,Mediterránea,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Freidur%C3%ADa+y+Marisquer%C3%ADa+Bah%C3%ADa/@37.3803436,-5.999081299999999,17z"
Atávico | Gastronomía Ancestral & Slow Food Sevilla,37.3783641,-5.9833823,,"Saludable, mediterránea",,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/At%C3%A1vico+%7C+Gastronom%C3%ADa+Ancestral+%26+Slow+Food+Sevilla/@37.3783641,-5.9833823,17z"
Pastelería Durazno y Chajá,37.3740386,-5.9973546,,Pastelería,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Pasteler%C3%ADa+Durazno+y+Chaj%C3%A1/@37.3740386,-5.9973546,17z"
Restaurante Estragón,37.3717866,-5.98176,,Mediterránea,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Restaurante+Estrag%C3%B3n/@37.3717866,-5.98176,17z"
Queens Bakery Sevilla,37.3730575,-5.9774332,,Pastelería,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Queens+Bakery+Sevilla/@37.3730575,-5.9774332,17z"
Jaleo Gastrobar,37.34596579999999,-5.9768244,,"Tapas, mediterránea",,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Jaleo+Gastrobar/@37.34596579999999,-5.9768244,17z"
