nombre,lat,lng,direccion,categoria,capa,mapa,lista,gf_nivel,certificado,web,telefono,gmaps_url
Barron Taberna,42.8474478,-2.670043,,Mediterránea,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Barron+Taberna/@42.8474478,-2.670043,17z"
Comemé,42.8480246,-2.6739487,,Tapas,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Comem%C3%A9/@42.8480246,-2.6739487,17z"
Restaurante Martín Viejo,42.14277999999999,-0.4177478000000001,,Mediterránea,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Restaurante+Mart%C3%ADn+Viejo/@42.14277999999999,-0.4177478000000001,17z"
Restaurante Solano,42.7339816,-0.3124059,,Mediterránea,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Restaurante+Solano/@42.7339816,-0.3124059,17z"
Taberna de Jandro,42.7229325,-0.3136598,,Mediterránea,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Taberna+de+Jandro/@42.7229325,-0.3136598,17z"
A Mi Panera,40.3310808,-1.0934092,,"Desayuno, pastelería",,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/A+Mi+Panera/@40.3310808,-1.0934092,17z"
Bar Restaurante El Carmen,40.3478167,-1.1174006,,Mediterránea,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Bar+Restaurante+El+Carmen/@40.3478167,-1.1174006,17z"
Bar The Brother's Happiness,40.329755,-1.1081591,,Mediterránea,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Bar+The+Brother%27s+Happiness/@40.329755,-1.1081591,17z"
Bar Torreón,40.3416438,-1.1048313,,"Mediterránea, tapas",,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Bar+Torre%C3%B3n/@40.3416438,-1.1048313,17z"
Bar Venecia,41.0502883,-0.1313844,,Mediterránea,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Bar+Venecia/@41.0502883,-0.1313844,17z"
Bar Vicente,40.3508268,-1.1090578,,Mediterránea,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Bar+Vicente/@40.3508268,-1.1090578,17z"
Cafetería bar Serruchi,40.3475251,-1.104486,,Mediterránea,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Cafeter%C3%ADa+bar+Serruchi/@40.3475251,-1.104486,17z"
El Buen Yantar Albarracín,40.40795079999999,-1.4435659,,Mediterránea,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/El+Buen+Yantar+Albarrac%C3%ADn/@40.40795079999999,-1.4435659,17z"
Gastrobar Micelios,41.0492196,-0.1302669,,Mediterránea,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Gastrobar+Micelios/@41.0492196,-0.1302669,17z"
Mesón Óvalo,40.3413726,-1.1080338,,Mediterránea,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Mes%C3%B3n+%C3%93valo/@40.3413726,-1.1080338,17z"
Restaurante El Cocedero,40.333506,-1.1012465,,"Mediterránea, asador",,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Restaurante+El+Cocedero/@40.333506,-1.1012465,17z"
Restaurante El Mercao de Teruel,40.3424033,-1.1066209,,Mediterránea,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Restaurante+El+Mercao+de+Teruel/@40.3424033,-1.1066209,17z"
Restaurante Green Planet,40.32782,-1.10378,,"Tapas, burger",,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Restaurante+Green+Planet/@40.32782,-1.10378,17z"
Restaurante Método,40.3442752,-1.1074315,,Mediterránea,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Restaurante+M%C3%A9todo/@40.3442752,-1.1074315,17z"
Taller Cocina de Teruel,40.3349654,-1.1106442,,Mediterránea,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Taller+Cocina+de+Teruel/@40.3349654,-1.1106442,17z"
Con un poco de azúcar,41.6663749,-0.8226485,,Pastelería,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Con+un+poco+de+az%C3%BAcar/@41.6663749,-0.8226485,17z"
Cookies & Cakes Party,41.65906,-0.8664058,,Pastelería,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Cookies+%26+Cakes+Party/@41.65906,-0.8664058,17z"
Pastelería La Guinda del Pastel,41.6483591,-0.8718438,,Pastelería,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Pasteler%C3%ADa+La+Guinda+del+Pastel/@41.6483591,-0.8718438,17z"
Toque de Canela,41.6516874,-0.8766562,,"Vegana, pastelería",,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Toque+de+Canela/@41.6516874,-0.8766562,17z"
B de Burger,41.6473402,-0.8822993000000001,,Burger,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/B+de+Burger/@41.6473402,-0.8822993000000001,17z"
Bar El Escondite,41.6422093,-0.8796706,,Mediterránea,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Bar+El+Escondite/@41.6422093,-0.8796706,17z"
Bar-Restaurante Gratal,42.1263526,-1.1314418,,Mediterránea,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Bar-Restaurante+Gratal/@42.1263526,-1.1314418,17z"
Bar Restaurante Rodi,41.7591334,-1.4725743,,Mediterránea,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Bar+Restaurante+Rodi/@41.7591334,-1.4725743,17z"
Birrosta,41.65265780000001,-0.8734126,,Mediterránea,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Birrosta/@41.65265780000001,-0.8734126,17z"
Bistró Casa y Tinelo,41.6587077,-0.8363738,,Mediterránea,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Bistr%C3%B3+Casa+y+Tinelo/@41.6587077,-0.8363738,17z"
Bocatería Cuéntame,41.7059164,-0.9988469,,"Mediterránea, burger",,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Bocater%C3%ADa+Cu%C3%A9ntame/@41.7059164,-0.9988469,17z"
Bodegón Azoque,41.64996439999999,-0.8843343,,Mediterránea,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Bodeg%C3%B3n+Azoque/@41.64996439999999,-0.8843343,17z"
Camposanto - Restaurante Mexicano Fusión,41.6467406,-0.8918925999999999,,Mexicana,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Camposanto+-+Restaurante+Mexicano+Fusi%C3%B3n/@41.6467406,-0.8918925999999999,17z"
Casa Escartín,41.3553593,-1.6406254,,Mediterránea,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Casa+Escart%C3%ADn/@41.3553593,-1.6406254,17z"
Chakana,41.6500664,-0.8757651999999999,,Mediterránea,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Chakana/@41.6500664,-0.8757651999999999,17z"
Creperie Flor,41.65513,-0.8821496999999999,,Pastelería,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Creperie+Flor/@41.65513,-0.8821496999999999,17z"
Croquet Arte,41.6537507,-0.8836752,,Mediterránea,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Croquet+Arte/@41.6537507,-0.8836752,17z"
Dhalia Restaurante,41.6503471,-0.8892526,,Mediterránea,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Dhalia+Restaurante/@41.6503471,-0.8892526,17z"
Dalai Valdespartera,41.6202206,-0.9316534999999999,,"Mediterránea, burger",,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Dalai+Valdespartera/@41.6202206,-0.9316534999999999,17z"
El Cocinero de Miralbueno,41.6601186,-0.9326375,,Mediterránea,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/El+Cocinero+de+Miralbueno/@41.6601186,-0.9326375,17z"
Hamburguesa Nostra,41.6092467,-0.8853168,,Burger,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Hamburguesa+Nostra/@41.6092467,-0.8853168,17z"
Bocatería La Antilla,41.6415239,-0.909995,,"Mediterránea, tapas",,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Bocater%C3%ADa+La+Antilla/@41.6415239,-0.909995,17z"
La Jaula de Grillos,41.6485484,-0.8835413,,Mediterránea,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/La+Jaula+de+Grillos/@41.6485484,-0.8835413,17z"
La Nueva Carambola,41.6441495,-0.8928178999999999,,"Mediterránea, asador",,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/La+Nueva+Carambola/@41.6441495,-0.8928178999999999,17z"
La Trastienda Gastro-Taberna Zaragoza,41.6452853,-0.8824369,,"Mediterránea, local",,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/La+Trastienda+Gastro-Taberna+Zaragoza/@41.6452853,-0.8824369,17z"
Labamba Restaurante (La Almunia),41.479563,-1.3748539,,Mediteránea,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Labamba+Restaurante+%28La+Almunia%29/@41.479563,-1.3748539,17z"
Le Petit Comité,41.6487769,-0.8824839999999999,,Mediterránea,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Le+Petit+Comit%C3%A9/@41.6487769,-0.8824839999999999,17z"
MI HABITACIÓN Favorita,41.6544059,-0.8776991,,"Desayuno, pastelería",,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/MI+HABITACI%C3%93N+Favorita/@41.6544059,-0.8776991,17z"
Nobelty by Lorenzo,41.7148441,-0.9945594999999999,,Mediterránea,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Nobelty+by+Lorenzo/@41.7148441,-0.9945594999999999,17z"
Perrazos,41.6390779,-0.8975879000000001,,"Mediterránea, take away",,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Perrazos/@41.6390779,-0.8975879000000001,17z"
Restaurante Casa Próspero,41.6397469,-0.8834860000000001,,Mediterránea,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Restaurante+Casa+Pr%C3%B3spero/@41.6397469,-0.8834860000000001,17z"
Restaurante El Foro,41.63743669999999,-0.9035378,,Mediterránea,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Restaurante+El+Foro/@41.63743669999999,-0.9035378,17z"
La Bodega de Chema,41.6412514,-0.8937335,,"Mediterránea, local",,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/La+Bodega+de+Chema/@41.6412514,-0.8937335,17z"
Restaurante La Rinconada de Lorenzo,41.640445,-0.893686,,Mediterránea,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Restaurante+La+Rinconada+de+Lorenzo/@41.640445,-0.893686,17z"
Restaurante Saboya 21,41.9042722,-1.7260789,,Mediterránea,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Restaurante+Saboya+21/@41.9042722,-1.7260789,17z"
Sidrería Begiris,41.6672308,-0.8263994,,"Asador, mediterránea",,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Sidrer%C3%ADa+Begiris/@41.6672308,-0.8263994,17z"
Ho´oponopono Madrid,40.4409846,-3.675449699999999,,Poke,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Ho%C2%B4oponopono+Madrid/@40.4409846,-3.675449699999999,17z"
Hermanos Llopis sin gluten,39.1949811,-0.5068157999999999,,Pastelería,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Hermanos+Llopis+sin+gluten/@39.1949811,-0.5068157999999999,17z"
Lof Bakery,41.37204029999999,2.1624008,,Pastelería,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Lof+Bakery/@41.37204029999999,2.1624008,17z"
La Sandvitxeria SBD,41.5485438,2.1095596,,"Burger, take away",,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/La+Sandvitxeria+SBD/@41.5485438,2.1095596,17z"
Taberna Casa Andrés,37.9915142,-3.4641567,,"Tapas, mediterránea",,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Taberna+Casa+Andr%C3%A9s/@37.9915142,-3.4641567,17z"
Villa Kunterbunt,37.9959225,-3.4637791,,Pastelería,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Villa+Kunterbunt/@37.9959225,-3.4637791,17z"
Señora Pan,37.3877472,-5.995972399999999,,Mediterránea,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Se%C3%B1ora+Pan/@37.3877472,-5.995972399999999,17z"
Maritta | Tartas de Queso en Madrid,40.4267896,-3.6735782,,Pastelería,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Maritta+%7C+Tartas+de+Queso+en+Madrid/@40.4267896,-3.6735782,17z"
Postres Beinetti,39.5884763,2.6248975,,Pastelería,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Postres+Beinetti/@39.5884763,2.6248975,17z"
LA CESTA DEL PAN,39.5904923,2.6827868,,Pastelería,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/LA+CESTA+DEL+PAN/@39.5904923,2.6827868,17z"
La Mesa con Live Healthy,39.5720105,2.6574051,,"Mediterránea, local",,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/La+Mesa+con+Live+Healthy/@39.5720105,2.6574051,17z"
Mercader del Mar,39.5136095,2.4791686,,Mediterránea,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Mercader+del+Mar/@39.5136095,2.4791686,17z"
Restaurant Celler Can Lau,39.7209556,2.9124,,"Mediterránea, local",,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Restaurant+Celler+Can+Lau/@39.7209556,2.9124,17z"
Restaurante Nou Cala Blava,39.485206,2.7375919,,Mediterránea,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Restaurante+Nou+Cala+Blava/@39.485206,2.7375919,17z"
Sa Mexicana (Son Bauló),39.7593167,3.1663674,,Mexicana,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Sa+Mexicana+%28Son+Baul%C3%B3%29/@39.7593167,3.1663674,17z"
TheSoul,39.58520499999999,2.6578739,,Mediterránea,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/TheSoul/@39.58520499999999,2.6578739,17z"
Restaurante Loar Ferreries,39.9829094,4.0118624,,"Mediterránea, local",,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Restaurante+Loar+Ferreries/@39.9829094,4.0118624,17z"
La Dulce Boutique,28.034811,-15.4987636,,"Pastelería, vegana",,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/La+Dulce+Boutique/@28.034811,-15.4987636,17z"
Panadería Mis Hijos,27.9240953,-15.433969,,Pastelería,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Panader%C3%ADa+Mis+Hijos/@27.9240953,-15.433969,17z"
Pastelería Singlutencake,28.1110885,-15.4174007,,"Desayuno, pastelería",,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Pasteler%C3%ADa+Singlutencake/@28.1110885,-15.4174007,17z"
Cafetería del Real,28.1442909,-15.4313103,,Pastelería,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Cafeter%C3%ADa+del+Real/@28.1442909,-15.4313103,17z"
Cokí Triana,28.1061599,-15.4181286,,Mediterránea,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Cok%C3%AD+Triana/@28.1061599,-15.4181286,17z"
Restaurante La Iguana,28.0958391,-15.5026242,,"Mediterránea, burger",,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Restaurante+La+Iguana/@28.0958391,-15.5026242,17z"
Restaurante Mestura,28.1017854,-15.4130542,,"Mediterránea, local",,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Restaurante+Mestura/@28.1017854,-15.4130542,17z"
Restaurante Sibora,28.0574703,-15.6069883,,Mediterránea,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Restaurante+Sibora/@28.0574703,-15.6069883,17z"
Asadero de Pollos y Freiduría Caña Dulce,28.1135829,-15.4309478,,"Asador, pollo",,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Asadero+de+Pollos+y+Freidur%C3%ADa+Ca%C3%B1a+Dulce/@28.1135829,-15.4309478,17z"
El Jardín Secreto Arrecife,28.959822,-13.5501128,,"Desayuno, pastelería",,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/El+Jard%C3%ADn+Secreto+Arrecife/@28.959822,-13.5501128,17z"
L´Espigueta- Blava Cake,41.3283075,2.0990106,,Pastelería,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/L%C2%B4Espigueta-+Blava+Cake/@41.3283075,2.0990106,17z"
Puntosmile,41.3777599,2.0923349,,Desayuno,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Puntosmile/@41.3777599,2.0923349,17z"
Singlu10 - Gluten Free Bakery,41.3452429,2.0350278,,Pastelería,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Singlu10+-+Gluten+Free+Bakery/@41.3452429,2.0350278,17z"
Sweetsinn Obrador sense gluten i vegà,41.3832437,2.0529045,,Pastelería,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Sweetsinn+Obrador+sense+gluten+i+veg%C3%A0/@41.3832437,2.0529045,17z"
0% Gluten Sant Cugat,41.4731747,2.0834188,,Pastelería,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/0%25+Gluten+Sant+Cugat/@41.4731747,2.0834188,17z"
Clorawfila,41.4699453,2.0822882,,Pastelería,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Clorawfila/@41.4699453,2.0822882,17z"
Oh my god Pasteleria sin gluten /Takeaway,41.4729525,2.0801479,,"Pastelería, take away",,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Oh+my+god+Pasteleria+sin+gluten+%2FTakeaway/@41.4729525,2.0801479,17z"
Celix Sin Gluten,41.4811047,2.0717501,,"Pastelería, desayuno",,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Celix+Sin+Gluten/@41.4811047,2.0717501,17z"
Restaurant Vulcano,41.4652519,2.0726228,,Mediterránea,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Restaurant+Vulcano/@41.4652519,2.0726228,17z"
Sa Illa,41.5624828,2.0090236,,"Desayuno, mediterránea",,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Sa+Illa/@41.5624828,2.0090236,17z"
Delícies sense gluten,41.54586399999999,2.1047869,,Pastelería,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Del%C3%ADcies+sense+gluten/@41.54586399999999,2.1047869,17z"
Helados y Turrones Vda. Asensi,41.5477121,2.1083848,,Heladería,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Helados+y+Turrones+Vda.+Asensi/@41.5477121,2.1083848,17z"
0% Gluten - Krümcoffee | Panaderia i Pastisseria Sense Gluten Vic,41.932654,2.2498881,,Pastelería,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/0%25+Gluten+-+Kr%C3%BCmcoffee+%7C+Panaderia+i+Pastisseria+Sense+Gluten+Vic/@41.932654,2.2498881,17z"
La Botiga dels Canelons Cossandra,41.9302681,2.2535116,,Mediterránea,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/La+Botiga+dels+Canelons+Cossandra/@41.9302681,2.2535116,17z"
0% Gluten - Krümcoffee Panadería y Pastelería sin gluten Granollers,41.6061758,2.2899685,,Pastelería,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/0%25+Gluten+-+Kr%C3%BCmcoffee+Panader%C3%ADa+y+Pasteler%C3%ADa+sin+gluten+Granollers/@41.6061758,2.2899685,17z"
Can Traver,41.6719398,2.2052788,,"Mediterránea, take away",,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Can+Traver/@41.6719398,2.2052788,17z"
L'Obradoret Sense Gluten,41.6088691,2.2858992,,Pastelería,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/L%27Obradoret+Sense+Gluten/@41.6088691,2.2858992,17z"
DePistacho - Pastelería con y sin gluten en Mataró,41.5479266,2.4475881,,Pastelería,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/DePistacho+-+Pasteler%C3%ADa+con+y+sin+gluten+en+Matar%C3%B3/@41.5479266,2.4475881,17z"
Éqlibre,41.5212803,2.4021918,,"Pastelería, vegana",,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/%C3%89qlibre/@41.5212803,2.4021918,17z"
Alquitara Gastro Lounge,38.2390201,-6.0158722,,Mediterránea,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Alquitara+Gastro+Lounge/@38.2390201,-6.0158722,17z"
Delicias de María Coco,38.8754437,-6.9713941,,Pastelería,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Delicias+de+Mar%C3%ADa+Coco/@38.8754437,-6.9713941,17z"
El Mesón de Palacios,38.2024769,-5.9703291,,Mediterránea,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/El+Mes%C3%B3n+de+Palacios/@38.2024769,-5.9703291,17z"
¡Qué Ico! Postres,38.8666863,-6.9832111,,Pastelería,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/%C2%A1Qu%C3%A9+Ico%21+Postres/@38.8666863,-6.9832111,17z"
Pastelería Oliva,38.9095126,-6.6251836,,Pastelería,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Pasteler%C3%ADa+Oliva/@38.9095126,-6.6251836,17z"
Aquí Se Puede,38.6469509,-6.486701099999999,,"Mediterránea, vegana",,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Aqu%C3%AD+Se+Puede/@38.6469509,-6.486701099999999,17z"
Bar El Viejo Bar,38.8729179,-6.976849,,"Mediterránea, local, tapas",,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Bar+El+Viejo+Bar/@38.8729179,-6.976849,17z"
Bar Restaurante La Marmita,38.8667123,-6.9833449,,Mediterránea,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Bar+Restaurante+La+Marmita/@38.8667123,-6.9833449,17z"
Café Bar Las Palmeras,38.86959540000001,-6.965906599999999,,Mediterránea,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Caf%C3%A9+Bar+Las+Palmeras/@38.86959540000001,-6.965906599999999,17z"
Café Bar Sana Tentación,38.8662493,-6.9827704,,"Mediterránea, desayuno",,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Caf%C3%A9+Bar+Sana+Tentaci%C3%B3n/@38.8662493,-6.9827704,17z"
Café Villa Romana,38.3217061,-6.7647989,,"Pastelería, desayuno",,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Caf%C3%A9+Villa+Romana/@38.3217061,-6.7647989,17z"
Carmen GastroBar Gin Club,38.8790665,-6.969943000000001,,Mediterránea,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Carmen+GastroBar+Gin+Club/@38.8790665,-6.969943000000001,17z"
Cervecería con Jota,38.8798328,-6.9704183,,Mediterránea,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Cervecer%C3%ADa+con+Jota/@38.8798328,-6.9704183,17z"
El Nuevo Bar,38.8713219,-6.968981,,Mediterránea,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/El+Nuevo+Bar/@38.8713219,-6.968981,17z"
La Rebotica,38.4259314,-6.4200867,,Mediterránea,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/La+Rebotica/@38.4259314,-6.4200867,17z"
Restaurante Carnívora,38.8842434,-6.9871731,,Mediterránea,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Restaurante+Carn%C3%ADvora/@38.8842434,-6.9871731,17z"
Restaurante Galaxia,38.8729218,-6.9758508,,Mediterránea,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Restaurante+Galaxia/@38.8729218,-6.9758508,17z"
Restaurante Las Barandas,38.4487894,-6.384724599999999,,Mediterránea,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Restaurante+Las+Barandas/@38.4487894,-6.384724599999999,17z"
Restaurante Quotidiano,38.866553,-6.990581499999999,,Mediterránea,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Restaurante+Quotidiano/@38.866553,-6.990581499999999,17z"
Restaurante Venta del Gato,38.2487175,-6.3006882,,Mediterránea,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Restaurante+Venta+del+Gato/@38.2487175,-6.3006882,17z"
Pollos Asados El Extremeño | San Roque,38.8787521,-6.953929199999999,,"Pollo, asador, take away",,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Pollos+Asados+El+Extreme%C3%B1o+%7C+San+Roque/@38.8787521,-6.953929199999999,17z"
Pollos Asados El Extremeño,38.8715215,-6.9880894,,"Pollo, asador",,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Pollos+Asados+El+Extreme%C3%B1o/@38.8715215,-6.9880894,17z"
Restaurante Tesoros Piratas,38.88195,-6.94424,,Mediterránea,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Restaurante+Tesoros+Piratas/@38.88195,-6.94424,17z"
Carbonería Tapas,38.91862,-6.3462178,,"Asador, mediterránea",,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Carboner%C3%ADa+Tapas/@38.91862,-6.3462178,17z"
Atiborre,42.46529109999999,-2.4489419,,Mediterránea,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Atiborre/@42.46529109999999,-2.4489419,17z"
Bar Blanco Y Negro,42.4654116,-2.4491674,,Mediterránea,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Bar+Blanco+Y+Negro/@42.4654116,-2.4491674,17z"
Bar El Muro Restaurante,42.46531110000001,-2.4485879,,Mediterránea,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Bar+El+Muro+Restaurante/@42.46531110000001,-2.4485879,17z"
Bar El Parlamento,42.4667632,-2.4494909,,Mediterránea,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Bar+El+Parlamento/@42.4667632,-2.4494909,17z"
Bar Gil,42.4617167,-2.4486672,,Tapas,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Bar+Gil/@42.4617167,-2.4486672,17z"
Bar La Fontana,42.4655531,-2.4484264,,Tapas,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Bar+La+Fontana/@42.4655531,-2.4484264,17z"
Bar La Gota de Vino,42.4659735,-2.4496381,,Tapas,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Bar+La+Gota+de+Vino/@42.4659735,-2.4496381,17z"
"Bar Lorenzo ""Tío Agus""",42.4657442,-2.4490995,,Tapas,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Bar+Lorenzo+%22T%C3%ADo+Agus%22/@42.4657442,-2.4490995,17z"
Bar Soriano,42.4656267,-2.4491194,,Tapas,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Bar+Soriano/@42.4656267,-2.4491194,17z"
Bar Travesía,42.4661485,-2.4453187,,Tapas,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Bar+Traves%C3%ADa/@42.4661485,-2.4453187,17z"
Bodegón Papeo 2,42.4573139,-2.459229,,Mediterránea,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Bodeg%C3%B3n+Papeo+2/@42.4573139,-2.459229,17z"
Casa Grande Laurel,42.4656497,-2.4479338,,Tapas,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Casa+Grande+Laurel/@42.4656497,-2.4479338,17z"
Casa Ríos,42.4659888,-2.4479725,,Mediterránea,,SinGlu,SinGlu,,,,,"https://www.google.com/maps/search/Casa+R%C3%ADos/@42.4659888,-2.4479725,17z"
