nombre,lat,lng,direccion,categoria,capa,mapa,lista
Restaurante Grand Italia,27.7368222,-15.6021667,"Shopping Center Boulevard El Faro, Locales. 39,40,41, 35100 Maspalomas",,,Lista personal Gluten-free,Gluten-free
Time Maspalomas,27.7385807,-15.595582799999999,"Av. del Oasis, 30, 35100 Maspalomas, Las Palmas",,,Lista personal Gluten-free,Gluten-free
Guirlache Guanarteme,28.132222,-15.4410733,"C. Simancas, 2, 35010 Las Palmas de Gran Canaria, Las Palmas",,,Lista personal Gluten-free,Gluten-free
Restaurante La Rubia,27.9885584,-15.3746722,,,,Lista personal Gluten-free,Gluten-free
Cafetería El Sobrino,27.995756,-15.396059699999999,,,,Lista personal Gluten-free,Gluten-free
Restaurante El Guachinche - Agüimes,27.9039421,-15.449050399999999,,,,Lista personal Gluten-free,Gluten-free
Hard Rock Cafe Gran Canaria,27.753640599999997,-15.5700629,,,,Lista personal Gluten-free,Gluten-free
LAS BURRAS BEACHOUSE,27.7675782,-15.5504783,,,,Lista personal Gluten-free,Gluten-free
Las Hermanas Churros & Papas,27.8487834,-15.443014999999999,,,,Lista personal Gluten-free,Gluten-free
Restaurante liagora canaria,27.797649399999997,-15.4629803,,,,Lista personal Gluten-free,Gluten-free
Rustico Pizza e Vino,27.7713045,-15.5863515,,,,Lista personal Gluten-free,Gluten-free
"Ristorante Piccola Italia - San Agustin, Gran Canaria",27.7682501,-15.5481407,,,,Lista personal Gluten-free,Gluten-free
La Korianda,28.1325801,-15.440090399999999,,,,Lista personal Gluten-free,Gluten-free
Restaurante Nicontrigonisinti,40.553384699999995,-3.65759,"C/ de María Blanchard, 12, 28702 San Sebastián de los Reyes, Madrid",,,Lista personal Gluten-free,Gluten-free
Restaurante Vega (Guayadeque),27.936716999999998,-15.511975699999999,"Montaña de las Tierras 18, 35260 Ingenio, Las Palmas",,,Lista personal Gluten-free,Gluten-free
Restaurante Ca'Miguel Playa de Arinaga,27.8566972,-15.3931697,"C. Alcalá Galiano, 17, 35118 Arinaga, Las Palmas",,,Lista personal Gluten-free,Gluten-free
Restaurante La Iguana,28.095822599999998,-15.5025857,"Av. de la Democracia, 87, 35018 Las Palmas de Gran Canaria, Las Palmas",,,Lista personal Gluten-free,Gluten-free
Restaurante Grill La Pasadilla,27.945820299999998,-15.4709373,,,,Lista personal Gluten-free,Gluten-free
Dulcería & Heladería San Miguel,27.990804299999997,-15.4988157,,,,Lista personal Gluten-free,Gluten-free
La Punta Yacht Club,27.924945899999997,-15.573029499999999,,,,Lista personal Gluten-free,Gluten-free
Restaurante Terraza Sidrería La Diosa del Mar,28.1015561,-15.711558199999999,,,,Lista personal Gluten-free,Gluten-free
Bar Cafetería Chaplin,28.11814,-15.5232984,,,,Lista personal Gluten-free,Gluten-free
Bochinche El Heredero,28.0022085,-15.5608527,,,,Lista personal Gluten-free,Gluten-free
El Rinconcito Canario,28.037779999999998,-15.580076,,,,Lista personal Gluten-free,Gluten-free
Que Pasa Tío,27.750556699999997,-15.576760499999999,,,,Lista personal Gluten-free,Gluten-free
Rimini Italiano - ParqueMar,27.763273899999998,-15.575291,,,,Lista personal Gluten-free,Gluten-free
Restaurante Pizzería La Mattina,27.784193899999998,-15.7079317,,,,Lista personal Gluten-free,Gluten-free
Da Pinocchio,27.7915608,-15.708359799999998,,,,Lista personal Gluten-free,Gluten-free
La Guagua Blanca,27.796565299999997,-15.6120273,,,,Lista personal Gluten-free,Gluten-free
Panadería Mis hijos sin gluten,27.92418,-15.433969999999999,,,,Lista personal Gluten-free,Gluten-free
Restaurante Molinet,28.1445248,-15.4312484,,,,Lista personal Gluten-free,Gluten-free
Ristorante Pizzería Al Maccaroni,28.1440396,-15.431675199999999,,,,Lista personal Gluten-free,Gluten-free
Piscos & Buches,28.1477173,-15.429191699999999,,,,Lista personal Gluten-free,Gluten-free
Restaurante de Cuchara,28.1419414,-15.4333177,,,,Lista personal Gluten-free,Gluten-free
O'sole Mío La Casa Roja,28.1413029,-15.434857599999999,,,,Lista personal Gluten-free,Gluten-free
Restaurante Libanés Los Cedros (Desde 1969),28.1386085,-15.4365984,,,,Lista personal Gluten-free,Gluten-free
BASAL GRILL & BEACH,28.1391709,-15.4364881,,,,Lista personal Gluten-free,Gluten-free
Llévame al huerto,28.135820799999998,-15.4330485,,,,Lista personal Gluten-free,Gluten-free
Coki SCP,28.1348667,-15.434413699999999,,,,Lista personal Gluten-free,Gluten-free
Smoothie Galaxy Las Palmas,28.130382599999997,-15.4456299,,,,Lista personal Gluten-free,Gluten-free
Pastelería Singlutencake,28.1112468,-15.4176538,,,,Lista personal Gluten-free,Gluten-free
Restaurante 18 Grados,28.101355899999998,-15.4127961,,,,Lista personal Gluten-free,Gluten-free
